,,,,#VALUE!,,#VALUE!,#VALUE!,#VALUE!,
,,,,#VALUE!,,#VALUE!,#VALUE!,#VALUE!,
,,,,#VALUE!,,#VALUE!,#VALUE!,#VALUE!,
ETC - 미분류,,,,#VALUE!,,#VALUE!,#VALUE!,#VALUE!,
100,Basic_HighQuality,상태 : 고품질,Condition: High quality,ステータス：高品質,状态：高品质,Status: Kualitas Tinggi,Статус: высокое качество,Status: alta qualidade,Статус: Висока якість
101,Basic_LowQuality,상태 : 저품질,Condition: Low quality,ステータス：低品質,状态：低品质,Status: Kualitas Rendah,Статус: низкое качество,Status: baixa qualidade,Статус: Низька якість
,DeepL_RequireApply,상태 : 적용 필요,Status: Application required,ステータス：アプリケーションが必要です,状态：需要确认,Status: Aplikasi Diperlukan,Статус: требуется заявление,Status: Aplicação necessária,Статус : Потребує застосування
,DeepL_Init,상태 : 초기화중,Status: Initialization,ステータス：初期化,状态：正在初始化,Status: Inisialisasi,Статус: инициализация,Status: inicialização,Статус : Ініціалізація
,DeepL_Ready,상태 : 사용가능,Status: available,ステータス：利用可能,状态：可用,Status: Tersedia,Статус: Доступно,Status: disponível,Статус : Доступний
,DeepL_Error,상태 : 초기화 실패,Status: Initialization failure,ステータス：初期化の障害,状态：初始化失败,Status: Kegagalan Inisialisasi,Статус: сбой инициализации,Status: Falha na inicialização,Статус : Ініціалізація не вдалася
,DeepL_CheckState,상태 확인하기,Checking the status,ステータスを確認します,检查状态,Memeriksa statusnya,Проверка статуса,Verificando o status,Перевірити стан
,DeepL_Information,사용을 위해 마이크로소프트 엣지가 필요합니다,Microsoft edge is required for use.,Microsoft Edgeは使用に必要です。,需要使用 Microsoft Edge,Microsoft Edge diperlukan untuk digunakan.,Microsoft Edge требуется для использования.,Microsoft Edge é necessário para uso.,Для використання потрібен Microsoft Edge
,DeepL_RequireApply_Message,적용을 먼저 해주세요,Please apply first,最初に申請してください,请先应用,Harap lamar dulu,"Пожалуйста, подайте заявку в первую очередь","Por favor, aplique primeiro","Будь ласка, спочатку подайте заявку"
,,,,#VALUE!,,#VALUE!,#VALUE!,#VALUE!,
,Custom Api Information,고급 설정에서 커스텀 API를 설정할 수 있습니다,You can set a custom API in advanced settings.,高度な設定でカスタムAPIを設定できます。,在高级设置中，可以设置自定义API,Anda dapat mengatur API khusus di pengaturan lanjutan.,Вы можете установить пользовательский API в расширенных настройках.,Você pode definir uma API personalizada em configurações avançadas.,Ви можете налаштувати власний API у розширених налаштуваннях
,,,,#VALUE!,,#VALUE!,#VALUE!,#VALUE!,
,,,,#VALUE!,,#VALUE!,#VALUE!,#VALUE!,
,,,,#VALUE!,,#VALUE!,#VALUE!,#VALUE!,
,,,,#VALUE!,,#VALUE!,#VALUE!,#VALUE!,
,,,,#VALUE!,,#VALUE!,#VALUE!,#VALUE!,
,,,,#VALUE!,,#VALUE!,#VALUE!,#VALUE!,
,,,,#VALUE!,,#VALUE!,#VALUE!,#VALUE!,
,,,,#VALUE!,,#VALUE!,#VALUE!,#VALUE!,
,,,,#VALUE!,,#VALUE!,#VALUE!,#VALUE!,
,,,,#VALUE!,,#VALUE!,#VALUE!,#VALUE!,
컨텍스트 메뉴,Context Option,옵션,Option,オプション,选项,pilihan,вариант,opção,Параметри
,Context Translate,번역창,Translation window,翻訳ウィンドウ,翻译窗口,Jendela terjemahan,Перевод окна,Janela de tradução,Вікно перекладу
,Context Remocon,리모컨,Remote Controler,リモート,偏僻的,terpencil,удаленный,controlo remoto,Пульт дистанційного керування
,Context Fix Translate,번역창 고정,Set Topmost Translation window,翻訳ウィンドウが修正されました,修复了翻译窗口,Jendela terjemahan diperbaiki,Перевод окна зафиксировано,Janela de tradução fixa,Заморожування вікна перекладу
,Context Use Dic,교정사전 사용,Use Priority of correction,修正の予備的使用,校正初步使用,Penggunaan koreksi awal,Предварительное использование коррекции,Uso preliminar da correção,Використання коригувального словника
,Context Set OCR Area,영역 설정,Set OCR Area,ゾーン設定,区域设置,Pengaturan zona,Настройка зоны,Configuração da zona,Налаштування регіонів
,Context Start Translate,번역 시작,Start Translate,翻訳を開始,开始翻译,Terjemahan awal,Начальный перевод,Tradução inicial,Початок перекладу
,Context Setting,설정,Setting,設定,环境,pengaturan,параметр,contexto,Налаштування
,Context Save,저장,Save,保存,节省,menyimpan,сохранять,salvar,Зберегти
,Context Load,불러오기,Load,ロード,加载,Memuat,Нагрузка,Carregar,Імпорт
,Context Set Default,초기화,Set Default,リセット,重置,mengatur ulang,перезагрузить,reiniciar,Скидання
,Context Update,업데이트,Update,アップデート,更新,memperbarui,обновлять,atualizar,Оновити
,Context Exit,종료,Exit,終わり,结尾,akhir,конец,fim,Вихід
,,,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,
,,,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,
업데이트,Updater Prepare,다운로드 준비중,Preparing for download,ダウンロードの準備,准备下载,Mempersiapkan untuk diunduh,Подготовка к загрузке,Preparando para download,Підготовка до завантаження
,Updater DownloadError,오류가 발생했습니다! 수동 업데이트를 해주시기 바랍니다,Error has occurred! Please manually update,エラーが発生しました！手動で更新してください,发生了错误！请手动更新,Kesalahan telah terjadi! Harap perbarui secara manual,"Произошла ошибка! Пожалуйста, обновите вручную","Um erro ocorreu! Por favor, atualize manualmente","Помилка сталася! Будь ласка, оновити вручну"
,Updater Complete,"업데이트 완료!
MORT를 다시 실행합니다","update completed!
Run Mort again","更新が完了しました！
もう一度モートを実行します","更新完成了！
再次运行Mort","Pembaruan selesai!
Jalankan mort lagi","Обновление завершено!
Запустить Морт снова","atualização completa!
Correr novamente","Оновлення завершено!
Знову запустіть Морт"
,Updater CompleteMessage,"업데이트를 완료했습니다.
업데이트 내역을 확인해 보시겠습니까?","The update has been completed.
Would you like to check your update history?","更新が完了しました。
更新履歴を確認しますか？","更新已经完成。
您想检查您的更新历史记录吗？","Pembaruan telah selesai.
Apakah Anda ingin memeriksa riwayat pembaruan Anda?","Обновление было завершено.
Хотели бы вы проверить историю обновления?","A atualização foi concluída.
Você gostaria de verificar seu histórico de atualização?","Оновлення завершено.
Хотіли б ви перевірити свою історію оновлення?"
,Updater CompleteTitle,업데이트 완료!,update completed!,更新が完了しました！,更新完成了！,Pembaruan selesai!,Обновление завершено!,atualização completa!,Оновлення завершено!
,Updater ErrorMessage,"업데이트를 실패했습니다.
동 업데이트를 해주시기 바랍니다

다운로드 페이지로 이동하시겠습니까?","Failed to update.
Please update

Would you like to go to the download page?","更新に失敗しました。
更新してください

ダウンロードページに移動しますか？","无法更新。
请更新

您想去下载页面吗？","Gagal memperbarui.
Harap perbarui

Apakah Anda ingin pergi ke halaman unduhan?","Не удалось обновить.
Пожалуйста обновите

Хотите перейти на страницу загрузки?","Falhou em atualizar.
Por favor atualize

Você gostaria de ir para a página de download?","Не вдалося оновити.
Будь ласка, оновіть

Хотіли б ви перейти на сторінку завантаження?"
,Updater ErrorTitle,업데이트 실패!,Update failure!,失敗を更新します！,更新失败！,Perbarui kegagalan!,Обновить неудачу!,Atualizar falha!,Невдача оновлення!
,Updater DownloadConfig,설정 파일 다운로드,Settings file download,設定ファイルのダウンロード,设置文件下载,Pengaturan File Unduh,Настройки файла скачать,Download do arquivo de configurações,Завантажити файл налаштувань
,Updater Downloading,받는 중 : ,downloading,受信中：,收到时：,Saat menerima:,При получении:,Enquanto recebe:,Під час отримання:
